Student_ID,Course_ID,Grade
S2115,C001,B
S2115,C003,A
S2115,C002,D
S2115,C004,D
S2115,C006,F
S2116,C005,A
S2116,C006,D
S2116,C009,B
S2116,C003,A
S2116,C010,F
S2117,C001,A
S2117,C009,D
S2117,C005,D
S2117,C003,B
S2118,C002,B
S2118,C008,B
S2118,C007,A
S2118,C006,A
S2118,C005,A
S2119,C001,C
S2119,C005,A
S2119,C002,B
S2119,C008,C
S2120,C001,B
S2120,C003,A
S2120,C006,C
S2120,C002,B
S2120,C005,B
S2121,C009,A
S2121,C002,B
S2121,C008,D
S2121,C005,B
S2121,C006,D
S2122,C004,A
S2122,C007,F
S2122,C005,B
S2122,C003,A
S2123,C007,B
S2123,C009,F
S2123,C010,D
S2124,C004,A
S2124,C001,B
S2124,C006,B
S2124,C002,D
S2125,C008,C
S2125,C010,A
S2125,C006,B
S2125,C005,A
S2126,C005,A
S2126,C001,C
S2126,C006,C
S2127,C004,A
S2127,C008,A
S2127,C006,A
S2127,C007,B
S2127,C005,D
S2128,C005,D
S2128,C010,B
S2128,C009,B
S2128,C007,B
S2129,C002,B
S2129,C003,A
S2129,C004,C
S2129,C010,A
S2130,C003,D
S2130,C001,B
S2130,C010,A
S2130,C008,C
S2131,C009,B
S2131,C002,D
S2131,C003,B
S2131,C005,B
S2131,C008,B
S2132,C004,F
S2132,C002,A
S2132,C010,D
S2132,C001,A
S2132,C008,C
S2133,C008,D
S2133,C010,B
S2133,C009,F
S2133,C002,B
S2134,C002,B
S2134,C006,D
S2134,C005,A
S2135,C006,B
S2135,C005,B
S2135,C010,A
S2136,C008,C
S2136,C006,A
S2136,C001,B
S2136,C007,B
S2136,C004,D
S2137,C002,F
S2137,C007,B
S2137,C006,A
S2138,C001,A
S2138,C003,C
S2138,C007,D
S2138,C009,B
S2139,C005,A
S2139,C001,B
S2139,C002,F
S2139,C009,B
S2139,C003,A
S2140,C003,F
S2140,C008,F
S2140,C007,F
S2140,C001,C
S2140,C005,D
S2141,C007,F
S2141,C005,A
S2141,C006,B
S2141,C004,B
S2141,C008,D
S2142,C007,A
S2142,C008,B
S2142,C003,A
S2142,C009,C
S2142,C001,B
S2143,C010,D
S2143,C008,C
S2143,C003,A
S2144,C003,B
S2144,C010,D
S2144,C009,B
S2145,C004,B
S2145,C003,B
S2145,C006,F
S2146,C008,A
S2146,C003,B
S2146,C005,F
S2147,C010,F
S2147,C001,A
S2147,C003,D
S2147,C004,A
S2148,C007,B
S2148,C008,A
S2148,C006,B
S2148,C009,A
S2148,C001,A
S2149,C004,B
S2149,C002,B
S2149,C008,B
S2149,C005,B
S2150,C004,A
S2150,C008,B
S2150,C002,A
S2150,C006,A
S2151,C006,A
S2151,C010,C
S2151,C008,B
S2151,C007,A
S2152,C009,B
S2152,C010,A
S2152,C002,A
S2152,C003,B
S2152,C008,B
S2153,C005,D
S2153,C004,D
S2153,C008,A
S2154,C006,D
S2154,C007,B
S2154,C009,B
S2155,C010,A
S2155,C003,C
S2155,C008,F
S2156,C010,A
S2156,C005,B
S2156,C002,F
S2157,C002,B
S2157,C007,B
S2157,C003,F
S2158,C008,A
S2158,C006,B
S2158,C009,B
S2159,C005,D
S2159,C009,C
S2159,C002,D
S2159,C004,A
S2159,C010,A
S2160,C007,A
S2160,C004,B
S2160,C005,A
S2161,C005,A
S2161,C001,D
S2161,C004,F
S2162,C006,B
S2162,C009,C
S2162,C003,C
S2163,C004,A
S2163,C008,D
S2163,C009,B
S2163,C007,B
S2164,C010,A
S2164,C002,D
S2164,C008,C
S2164,C003,A
S2164,C005,C
S2165,C010,D
S2165,C002,A
S2165,C007,A
S2165,C008,B
S2166,C008,D
S2166,C006,B
S2166,C003,B
S2167,C001,C
S2167,C005,F
S2167,C002,D
S2168,C004,C
S2168,C003,A
S2168,C001,B
S2169,C008,B
S2169,C006,A
S2169,C010,A
S2170,C004,D
S2170,C003,B
S2170,C007,D
S2170,C008,A
S2170,C002,A
S2171,C001,C
S2171,C002,B
S2171,C003,A
S2171,C005,C
S2171,C006,B
S2172,C007,D
S2172,C001,A
S2172,C008,A
S2173,C009,B
S2173,C007,B
S2173,C006,B
S2173,C005,C
S2174,C007,F
S2174,C004,B
S2174,C009,D
S2174,C001,A
S2175,C008,B
S2175,C006,D
S2175,C007,C
S2176,C006,A
S2176,C007,B
S2176,C009,C
S2177,C008,B
S2177,C009,B
S2177,C003,D
S2177,C007,D
S2177,C002,A
S2178,C008,C
S2178,C001,C
S2178,C006,B
S2178,C005,C
S2179,C003,C
S2179,C008,B
S2179,C002,D
S2180,C009,A
S2180,C006,A
S2180,C007,C
S2180,C003,A
S2180,C008,B
S2181,C007,B
S2181,C006,C
S2181,C010,B
S2182,C008,B
S2182,C007,B
S2182,C006,B
S2182,C005,D
S2182,C003,D
S2183,C008,A
S2183,C001,A
S2183,C007,C
S2183,C010,D
S2184,C010,A
S2184,C006,A
S2184,C007,B
S2184,C009,A
S2184,C003,D
S2185,C004,B
S2185,C008,B
S2185,C002,A
S2185,C006,B
S2185,C005,D
S2186,C009,D
S2186,C008,D
S2186,C001,F
S2186,C003,F
S2187,C010,A
S2187,C001,B
S2187,C003,C
S2187,C007,C
S2188,C007,C
S2188,C006,B
S2188,C009,B
S2189,C007,C
S2189,C002,B
S2189,C008,B
S2190,C004,A
S2190,C005,D
S2190,C008,B
S2190,C010,A
S2191,C001,D
S2191,C010,A
S2191,C003,A
S2191,C009,A
S2192,C004,A
S2192,C009,D
S2192,C008,A
S2192,C002,A
S2192,C001,F
S2193,C005,C
S2193,C007,C
S2193,C008,C
S2194,C006,C
S2194,C002,A
S2194,C007,A
S2194,C005,A
S2195,C001,A
S2195,C005,F
S2195,C006,C
S2195,C009,A
S2196,C010,C
S2196,C002,A
S2196,C003,F
S2196,C009,A
S2196,C001,A
S2197,C003,D
S2197,C008,A
S2197,C002,F
S2197,C007,B
S2198,C007,D
S2198,C008,C
S2198,C002,A
S2199,C002,A
S2199,C008,B
S2199,C007,A
S2199,C009,F
S2200,C008,B
S2200,C002,F
S2200,C003,A
S2201,C006,A
S2201,C003,A
S2201,C002,D
S2201,C001,B
S2201,C009,F
S2202,C005,B
S2202,C008,D
S2202,C003,A
S2203,C002,B
S2203,C004,F
S2203,C003,A
S2203,C008,B
S2204,C001,D
S2204,C006,A
S2204,C005,B
S2205,C007,C
S2205,C003,D
S2205,C010,B
S2205,C005,C
S2205,C002,B
S2206,C008,A
S2206,C002,A
S2206,C003,F
S2206,C006,B
S2207,C002,C
S2207,C003,A
S2207,C006,A
S2207,C010,C
S2208,C008,B
S2208,C007,B
S2208,C010,D
S2208,C009,B
S2209,C003,D
S2209,C002,C
S2209,C009,B
S2209,C010,C
S2209,C008,D
S2210,C008,A
S2210,C005,B
S2210,C007,D
S2210,C002,C
S2210,C010,B
S2211,C002,B
S2211,C006,A
S2211,C008,A
S2212,C006,B
S2212,C005,A
S2212,C009,A
S2212,C001,B
S2212,C010,B
S2213,C006,B
S2213,C008,B
S2213,C005,D
S2213,C007,B
S2214,C004,A
S2214,C003,B
S2214,C008,F
S2215,C001,B
S2215,C003,A
S2215,C002,B
S2216,C008,D
S2216,C001,A
S2216,C006,A
S2217,C001,A
S2217,C009,B
S2217,C007,C
S2218,C004,C
S2218,C002,C
S2218,C005,B
S2218,C006,A
S2219,C001,A
S2219,C010,B
S2219,C008,D
S2220,C002,B
S2220,C003,B
S2220,C004,B
S2220,C010,C
S2220,C006,D
S2221,C004,F
S2221,C005,D
S2221,C010,D
S2221,C002,B
S2221,C006,D
S2222,C005,A
S2222,C004,C
S2222,C003,C
S2222,C001,A
S2222,C009,A
S2223,C001,B
S2223,C007,B
S2223,C006,A
S2223,C004,B
S2223,C008,A
S2224,C007,A
S2224,C001,A
S2224,C003,C
S2224,C010,C
S2225,C004,F
S2225,C005,A
S2225,C007,B
S2225,C003,B
S2226,C001,C
S2226,C006,B
S2226,C007,C
S2227,C005,A
S2227,C002,B
S2227,C001,C
S2227,C009,C
S2227,C006,B
S2228,C003,B
S2228,C010,C
S2228,C002,A
S2228,C005,B
S2229,C001,A
S2229,C007,A
S2229,C006,C
S2229,C005,A
S2229,C008,D
S2230,C008,C
S2230,C005,A
S2230,C010,A
S2230,C009,B
S2230,C004,D
S2231,C005,B
S2231,C001,C
S2231,C002,C
S2231,C003,B
S2231,C010,A
S2232,C004,B
S2232,C001,A
S2232,C006,B
S2233,C004,A
S2233,C006,C
S2233,C008,B
S2233,C005,C
S2233,C002,B
S2234,C003,B
S2234,C010,A
S2234,C001,B
S2234,C002,A
S2234,C007,D
S2235,C008,B
S2235,C010,A
S2235,C005,C
S2235,C004,B
S2236,C006,D
S2236,C001,D
S2236,C010,A
S2236,C009,B
S2237,C004,A
S2237,C009,B
S2237,C007,C
S2237,C005,F
S2237,C006,C
S2238,C002,B
S2238,C009,C
S2238,C006,B
S2238,C007,D
S2239,C003,D
S2239,C001,C
S2239,C007,B
S2239,C006,C
S2239,C009,B
S2240,C010,C
S2240,C001,F
S2240,C007,C
S2240,C004,B
S2241,C009,D
S2241,C010,C
S2241,C004,F
S2241,C005,C
S2241,C002,B
S2242,C002,B
S2242,C008,C
S2242,C007,B
S2243,C004,B
S2243,C005,B
S2243,C002,A
S2243,C003,F
S2243,C007,A
S2244,C005,D
S2244,C001,B
S2244,C009,B
S2244,C003,A
S2244,C004,D
S2245,C003,A
S2245,C005,C
S2245,C001,B
S2245,C006,D
S2245,C008,D
S2246,C005,A
S2246,C001,A
S2246,C007,B
S2246,C003,C
S2247,C006,A
S2247,C005,C
S2247,C008,A
S2247,C009,B
S2247,C007,F
S2248,C010,F
S2248,C004,F
S2248,C005,F
S2248,C001,A
S2248,C003,D
S2249,C002,A
S2249,C004,C
S2249,C010,B
S2249,C003,D
S2249,C001,D
S2250,C008,A
S2250,C005,A
S2250,C007,B
S2250,C010,F
S2250,C003,B
S2251,C009,D
S2251,C010,B
S2251,C007,D
S2251,C002,B
S2252,C010,B
S2252,C005,B
S2252,C007,A
S2252,C001,B
S2252,C008,D
S2253,C010,B
S2253,C001,A
S2253,C002,B
S2253,C007,A
S2254,C001,B
S2254,C003,B
S2254,C010,C
S2254,C005,A
S2254,C002,C
S2255,C001,C
S2255,C007,A
S2255,C003,C
S2255,C004,F
S2256,C009,B
S2256,C005,C
S2256,C007,B
S2256,C002,A
S2257,C001,A
S2257,C005,B
S2257,C006,B
S2258,C009,B
S2258,C007,C
S2258,C001,B
S2259,C003,B
S2259,C001,C
S2259,C002,C
S2260,C008,B
S2260,C006,A
S2260,C007,B
S2260,C010,F
S2261,C003,B
S2261,C002,B
S2261,C008,D
S2261,C007,A
S2261,C006,C
S2262,C006,F
S2262,C003,B
S2262,C008,A
S2262,C009,A
S2262,C002,A
S2263,C004,D
S2263,C001,D
S2263,C005,A
S2264,C007,B
S2264,C008,C
S2264,C009,B
S2265,C001,D
S2265,C007,C
S2265,C006,C
S2265,C002,A
S2265,C004,A
S2266,C008,D
S2266,C009,B
S2266,C002,C
S2266,C006,A
S2267,C002,C
S2267,C006,B
S2267,C009,C
S2267,C007,A
S2267,C005,C
S2268,C010,B
S2268,C006,B
S2268,C002,A
S2269,C006,A
S2269,C010,A
S2269,C002,C
S2269,C004,D
S2269,C005,C
S2270,C009,D
S2270,C006,A
S2270,C004,B
S2270,C001,A
S2270,C007,B
S2271,C007,B
S2271,C001,B
S2271,C008,A
S2272,C005,C
S2272,C007,D
S2272,C010,A
S2272,C008,D
S2273,C004,B
S2273,C001,D
S2273,C007,C
S2274,C010,A
S2274,C002,A
S2274,C001,B
S2275,C001,A
S2275,C005,B
S2275,C009,B
S2276,C009,A
S2276,C010,B
S2276,C007,A
S2276,C003,A
S2277,C003,C
S2277,C001,B
S2277,C002,D
S2278,C007,A
S2278,C009,D
S2278,C010,B
S2278,C008,B
S2279,C010,C
S2279,C007,F
S2279,C008,A
S2279,C004,C
S2280,C008,C
S2280,C004,A
S2280,C009,F
S2281,C006,A
S2281,C010,B
S2281,C005,C
S2282,C005,A
S2282,C007,A
S2282,C003,B
S2282,C006,D
S2283,C010,B
S2283,C008,A
S2283,C003,D
S2284,C004,A
S2284,C010,B
S2284,C006,A
S2285,C001,A
S2285,C009,A
S2285,C003,B
S2286,C004,A
S2286,C010,A
S2286,C002,F
S2286,C006,A
S2287,C001,B
S2287,C004,C
S2287,C008,B
S2288,C008,B
S2288,C003,D
S2288,C010,D
S2288,C005,B
S2289,C005,C
S2289,C003,C
S2289,C007,B
S2289,C008,B
S2289,C002,B
S2290,C007,C
S2290,C008,B
S2290,C010,A
S2290,C004,B
S2291,C001,A
S2291,C008,B
S2291,C004,A
S2291,C010,C
S2291,C009,A
S2292,C010,B
S2292,C009,B
S2292,C006,B
S2292,C001,B
S2292,C005,B
S2293,C003,A
S2293,C010,B
S2293,C009,F
S2294,C007,B
S2294,C009,B
S2294,C008,C
S2294,C006,D
S2294,C010,C
S2295,C003,A
S2295,C004,B
S2295,C006,C
S2295,C008,C
S2296,C006,C
S2296,C005,A
S2296,C009,A
S2297,C005,B
S2297,C009,B
S2297,C008,A
S2298,C001,B
S2298,C006,A
S2298,C008,B
S2299,C010,A
S2299,C001,B
S2299,C004,B
S2299,C007,D
S2299,C008,B
S2300,C003,C
S2300,C006,B
S2300,C005,C
S2300,C001,F
S2301,C008,A
S2301,C009,A
S2301,C006,A
S2301,C005,B
S2302,C008,A
S2302,C005,C
S2302,C002,C
S2302,C001,B
S2303,C005,D
S2303,C010,C
S2303,C004,A
S2304,C005,A
S2304,C006,A
S2304,C009,D
S2304,C010,D
S2304,C002,C
S2305,C007,C
S2305,C005,C
S2305,C010,C
S2305,C001,D
S2306,C001,A
S2306,C008,C
S2306,C004,A
S2306,C002,D
S2306,C006,C
S2307,C008,A
S2307,C004,D
S2307,C007,C
S2308,C008,A
S2308,C010,B
S2308,C009,C
S2308,C007,C
S2309,C009,C
S2309,C004,A
S2309,C001,B
S2309,C003,C
S2310,C009,A
S2310,C003,A
S2310,C006,B
S2310,C007,B
S2310,C005,D
S2311,C010,B
S2311,C004,B
S2311,C002,A
S2311,C003,A
S2311,C007,D
S2312,C002,B
S2312,C004,F
S2312,C009,A
S2313,C002,A
S2313,C010,A
S2313,C007,B
S2314,C001,D
S2314,C006,F
S2314,C002,A
S2314,C007,A
S2314,C003,C
S2315,C009,F
S2315,C005,F
S2315,C006,D
S2316,C005,D
S2316,C009,D
S2316,C002,D
S2316,C001,C
S2317,C008,B
S2317,C001,C
S2317,C005,D
S2317,C002,A
S2318,C002,D
S2318,C006,B
S2318,C008,C
S2319,C005,A
S2319,C002,A
S2319,C001,B
S2319,C006,C
S2319,C007,A
S2320,C006,B
S2320,C010,D
S2320,C003,A
S2320,C008,C
S2320,C007,A
S2321,C004,C
S2321,C001,B
S2321,C007,C
S2322,C003,A
S2322,C009,C
S2322,C005,F
S2323,C009,B
S2323,C001,D
S2323,C006,D
S2324,C002,B
S2324,C010,C
S2324,C003,C
S2324,C004,D
S2324,C008,A
S2325,C005,A
S2325,C002,B
S2325,C010,A
S2325,C003,A
S2325,C007,C
S2326,C005,B
S2326,C004,C
S2326,C009,B
S2327,C010,B
S2327,C008,C
S2327,C005,B
S2327,C004,A
S2327,C007,B
S2328,C004,D
S2328,C001,D
S2328,C010,C
S2328,C007,A
S2328,C006,A
S2329,C002,C
S2329,C008,B
S2329,C003,C
S2329,C006,C
S2330,C003,B
S2330,C009,A
S2330,C007,B
S2330,C006,C
S2331,C002,A
S2331,C004,B
S2331,C003,A
S2331,C008,A
S2332,C008,B
S2332,C004,A
S2332,C009,C
S2332,C005,A
S2333,C007,A
S2333,C004,A
S2333,C008,B
S2333,C003,B
S2333,C002,B
S2334,C002,A
S2334,C004,B
S2334,C006,B
S2334,C003,C
S2335,C005,A
S2335,C006,D
S2335,C001,D
S2336,C006,A
S2336,C010,D
S2336,C007,F
S2336,C009,C
S2337,C004,D
S2337,C001,C
S2337,C005,A
S2337,C002,D
S2337,C003,A
S2338,C005,B
S2338,C009,C
S2338,C004,C
S2338,C008,C
S2338,C007,A
S2339,C001,D
S2339,C003,B
S2339,C010,F
S2340,C007,B
S2340,C001,C
S2340,C002,D
S2341,C008,A
S2341,C009,A
S2341,C003,A
S2341,C006,D
S2341,C005,B
S2342,C002,A
S2342,C010,B
S2342,C007,B
S2343,C009,A
S2343,C005,C
S2343,C001,A
S2343,C008,D
S2344,C004,D
S2344,C008,C
S2344,C003,F
S2344,C002,F
S2345,C009,F
S2345,C001,C
S2345,C010,A
S2345,C002,A
S2346,C005,D
S2346,C006,C
S2346,C001,A
S2346,C002,B
S2346,C009,B
S2347,C005,A
S2347,C003,B
S2347,C001,F
S2348,C003,C
S2348,C008,C
S2348,C009,D
S2348,C005,F
S2348,C001,B
S2349,C010,B
S2349,C002,A
S2349,C005,B
S2349,C006,C
S2349,C003,A
S2350,C009,A
S2350,C007,B
S2350,C005,B
S2351,C004,D
S2351,C006,F
S2351,C007,C
S2352,C003,B
S2352,C005,D
S2352,C004,A
S2353,C005,D
S2353,C010,B
S2353,C002,B
S2353,C001,D
S2354,C010,B
S2354,C006,B
S2354,C002,B
S2355,C002,D
S2355,C003,C
S2355,C008,A
S2356,C002,C
S2356,C005,F
S2356,C009,D
S2356,C008,B
S2356,C004,B
S2357,C009,D
S2357,C010,D
S2357,C008,C
S2357,C001,A
S2358,C003,A
S2358,C009,B
S2358,C004,B
S2359,C001,B
S2359,C009,D
S2359,C006,C
S2359,C010,B
S2360,C007,B
S2360,C009,B
S2360,C003,C
S2360,C001,A
S2361,C006,B
S2361,C003,A
S2361,C005,B
S2361,C007,A
S2361,C010,C
S2362,C008,C
S2362,C010,B
S2362,C006,C
S2362,C003,A
S2362,C001,C
S2363,C002,B
S2363,C007,C
S2363,C003,C
S2364,C001,A
S2364,C010,A
S2364,C007,A
S2365,C008,C
S2365,C006,B
S2365,C009,D
S2365,C001,A
S2366,C007,B
S2366,C004,A
S2366,C002,D
S2366,C005,B
S2367,C004,B
S2367,C005,B
S2367,C007,A
S2368,C009,C
S2368,C002,C
S2368,C008,A
S2368,C004,F
S2368,C003,D
S2369,C001,B
S2369,C005,C
S2369,C002,B
S2369,C004,C
S2370,C010,B
S2370,C008,C
S2370,C007,D
S2370,C002,B
S2370,C001,D
S2371,C006,B
S2371,C004,A
S2371,C007,D
S2372,C005,C
S2372,C008,A
S2372,C004,C
S2372,C003,C
S2372,C006,A
S2373,C007,B
S2373,C005,B
S2373,C003,F
S2374,C010,B
S2374,C001,B
S2374,C007,F
S2374,C004,C
S2375,C006,C
S2375,C001,B
S2375,C004,C
S2375,C009,D
S2376,C009,C
S2376,C003,C
S2376,C004,A
S2376,C007,D
S2376,C008,D
S2377,C009,D
S2377,C002,D
S2377,C007,C
S2378,C004,C
S2378,C009,D
S2378,C006,B
S2379,C001,A
S2379,C010,A
S2379,C009,D
S2379,C007,B
S2379,C003,B
S2380,C002,C
S2380,C008,A
S2380,C003,C
S2380,C001,B
S2380,C005,D
S2381,C001,A
S2381,C010,C
S2381,C003,A
S2381,C005,C
S2382,C008,F
S2382,C004,A
S2382,C002,C
S2383,C003,B
S2383,C010,A
S2383,C001,D
S2383,C008,A
S2384,C006,A
S2384,C002,A
S2384,C008,F
S2384,C009,A
S2385,C007,D
S2385,C005,D
S2385,C003,A
S2386,C003,C
S2386,C007,D
S2386,C010,C
S2386,C002,A
S2386,C005,D
S2387,C006,A
S2387,C010,B
S2387,C001,B
S2387,C007,D
S2387,C008,D
S2388,C008,B
S2388,C009,A
S2388,C006,A
S2388,C002,C
S2389,C009,C
S2389,C007,A
S2389,C004,A
S2390,C002,F
S2390,C008,D
S2390,C006,B
S2390,C003,D
S2390,C001,B
S2391,C005,A
S2391,C003,A
S2391,C008,D
S2391,C004,C
S2392,C002,D
S2392,C008,D
S2392,C003,B
S2393,C005,A
S2393,C008,B
S2393,C001,A
S2394,C003,B
S2394,C008,B
S2394,C005,C
S2394,C007,D
S2395,C005,D
S2395,C010,A
S2395,C008,A
S2395,C006,C
S2396,C003,C
S2396,C010,C
S2396,C007,B
S2397,C003,A
S2397,C001,C
S2397,C004,A
S2397,C008,A
S2397,C005,A
S2398,C009,A
S2398,C007,A
S2398,C001,D
S2398,C003,A
S2399,C009,C
S2399,C010,C
S2399,C003,A
S2400,C002,D
S2400,C006,C
S2400,C005,C
S2400,C010,F
S2400,C008,A
S2401,C003,B
S2401,C006,B
S2401,C002,C
S2402,C002,A
S2402,C004,A
S2402,C007,B
S2402,C001,C
S2402,C008,A
S2403,C008,B
S2403,C006,D
S2403,C005,A
S2403,C010,A
S2404,C003,A
S2404,C010,A
S2404,C005,D
S2404,C002,A
S2404,C001,F
S2405,C002,A
S2405,C007,D
S2405,C001,A
S2405,C008,A
S2406,C006,A
S2406,C003,A
S2406,C002,A
S2406,C008,B
S2407,C009,A
S2407,C006,A
S2407,C002,C
S2408,C001,C
S2408,C007,A
S2408,C002,A
S2409,C003,A
S2409,C007,C
S2409,C006,A
S2409,C005,A
S2410,C008,A
S2410,C003,B
S2410,C007,A
S2410,C010,A
S2410,C006,B
S2411,C010,A
S2411,C004,D
S2411,C008,B
S2412,C004,A
S2412,C003,D
S2412,C002,D
S2413,C007,B
S2413,C009,A
S2413,C005,A
S2413,C004,A
S2413,C010,B
S2414,C005,C
S2414,C006,D
S2414,C007,D
S2415,C004,C
S2415,C002,B
S2415,C003,B
S2415,C009,B
S2415,C006,A
S2416,C008,B
S2416,C005,D
S2416,C006,B
S2416,C001,A
S2417,C001,A
S2417,C004,A
S2417,C005,A
S2417,C010,B
S2417,C006,C
S2418,C008,B
S2418,C007,B
S2418,C003,A
S2418,C004,D
S2418,C006,A
S2419,C008,B
S2419,C004,C
S2419,C001,A
S2419,C002,A
S2420,C003,D
S2420,C004,A
S2420,C006,B
S2420,C008,A
S2421,C007,D
S2421,C001,D
S2421,C005,A
S2421,C002,B
S2421,C009,B
S2422,C004,A
S2422,C003,D
S2422,C002,C
S2423,C008,B
S2423,C001,B
S2423,C002,C
S2423,C004,B
S2424,C001,B
S2424,C010,F
S2424,C005,A
S2425,C003,D
S2425,C004,A
S2425,C009,D
S2426,C005,F
S2426,C003,B
S2426,C006,B
S2426,C002,B
S2427,C005,A
S2427,C004,B
S2427,C009,B
S2428,C003,A
S2428,C006,D
S2428,C002,B
S2428,C007,D
S2429,C005,C
S2429,C002,B
S2429,C009,D
S2429,C001,B
S2429,C008,D
S2430,C007,D
S2430,C003,C
S2430,C006,C
S2430,C009,A
S2430,C008,B
S2431,C010,B
S2431,C007,C
S2431,C006,A
S2432,C008,A
S2432,C002,A
S2432,C004,D
S2433,C006,B
S2433,C001,A
S2433,C007,A
S2434,C005,A
S2434,C001,C
S2434,C003,B
S2434,C010,A
S2435,C005,B
S2435,C004,A
S2435,C006,A
S2435,C010,B
S2436,C010,A
S2436,C007,A
S2436,C001,D
S2436,C006,B
S2436,C005,C
S2437,C002,F
S2437,C010,B
S2437,C008,C
S2437,C003,B
S2437,C009,B
S2438,C007,A
S2438,C006,D
S2438,C005,D
S2438,C002,B
S2439,C009,C
S2439,C005,A
S2439,C006,B
S2439,C007,C
S2440,C007,A
S2440,C010,C
S2440,C004,D
S2440,C001,D
S2441,C005,B
S2441,C006,C
S2441,C010,A
S2441,C001,A
S2442,C007,D
S2442,C006,C
S2442,C009,D
S2442,C001,A
S2442,C010,B
S2443,C009,A
S2443,C001,D
S2443,C004,A
S2443,C002,B
S2443,C010,C
S2444,C005,A
S2444,C008,C
S2444,C002,D
S2445,C009,D
S2445,C005,B
S2445,C010,B
S2446,C003,D
S2446,C009,B
S2446,C006,B
S2447,C009,B
S2447,C004,F
S2447,C002,B
S2447,C005,A
S2448,C010,B
S2448,C005,D
S2448,C002,A
S2449,C004,D
S2449,C001,B
S2449,C006,D
S2450,C002,F
S2450,C009,D
S2450,C001,D
S2451,C007,B
S2451,C004,A
S2451,C009,D
S2451,C002,A
S2452,C003,A
S2452,C001,B
S2452,C007,D
S2452,C010,B
S2452,C006,A
S2453,C009,B
S2453,C005,C
S2453,C002,F
S2453,C003,A
S2454,C004,B
S2454,C007,A
S2454,C002,B
S2454,C006,C
S2454,C008,D
S2455,C005,B
S2455,C009,A
S2455,C004,B
S2455,C006,D
S2455,C008,A
S2456,C007,C
S2456,C001,A
S2456,C004,A
S2456,C010,B
S2457,C009,B
S2457,C002,B
S2457,C003,D
S2457,C007,D
S2458,C010,A
S2458,C003,A
S2458,C006,C
S2459,C006,D
S2459,C002,D
S2459,C004,B
S2460,C003,B
S2460,C006,A
S2460,C002,B
S2461,C008,B
S2461,C006,C
S2461,C003,B
S2461,C002,B
S2461,C005,A
S2462,C009,B
S2462,C001,B
S2462,C002,B
S2462,C010,C
S2462,C007,C
S2463,C002,C
S2463,C006,B
S2463,C009,B
S2463,C005,A
S2464,C010,B
S2464,C006,C
S2464,C002,F
S2464,C007,C
S2465,C004,B
S2465,C010,A
S2465,C003,B
S2465,C005,D
S2465,C006,A
S2466,C007,B
S2466,C002,A
S2466,C009,A
S2466,C005,B
S2467,C003,C
S2467,C009,C
S2467,C005,A
S2468,C003,A
S2468,C004,B
S2468,C001,C
S2469,C008,B
S2469,C001,B
S2469,C007,F
S2470,C003,A
S2470,C008,C
S2470,C009,C
S2470,C005,A
S2470,C001,A
S2471,C008,A
S2471,C009,D
S2471,C002,C
S2471,C007,A
S2471,C003,B
S2472,C005,D
S2472,C001,F
S2472,C009,A
S2473,C005,D
S2473,C004,B
S2473,C001,B
S2473,C010,B
S2474,C010,C
S2474,C004,A
S2474,C007,F
S2474,C009,B
S2475,C007,A
S2475,C006,C
S2475,C001,B
S2476,C005,A
S2476,C008,A
S2476,C010,B
S2476,C004,C
S2477,C007,B
S2477,C001,C
S2477,C005,A
S2477,C010,C
S2477,C002,B
S2478,C006,B
S2478,C008,C
S2478,C004,D
S2478,C005,A
S2479,C004,A
S2479,C002,A
S2479,C009,A
S2479,C008,B
S2480,C009,B
S2480,C002,A
S2480,C006,B
S2480,C001,D
S2480,C007,D
S2481,C009,A
S2481,C004,B
S2481,C006,D
S2481,C005,B
S2482,C005,B
S2482,C004,A
S2482,C009,B
S2482,C002,D
S2482,C001,A
S2483,C010,B
S2483,C007,A
S2483,C006,C
S2484,C002,C
S2484,C001,C
S2484,C009,C
S2484,C010,A
S2485,C002,B
S2485,C009,B
S2485,C003,B
S2485,C007,A
S2486,C009,A
S2486,C004,A
S2486,C005,B
S2486,C007,C
S2486,C001,A
S2487,C008,A
S2487,C007,C
S2487,C009,B
S2487,C010,B
S2488,C005,A
S2488,C009,A
S2488,C002,D
S2488,C007,C
S2489,C006,A
S2489,C002,F
S2489,C005,B
S2489,C004,B
S2490,C008,A
S2490,C005,B
S2490,C007,A
S2491,C005,D
S2491,C009,A
S2491,C008,A
S2491,C010,C
S2492,C008,A
S2492,C003,D
S2492,C002,B
S2492,C006,A
S2492,C001,B
S2493,C010,C
S2493,C006,A
S2493,C004,D
S2494,C008,A
S2494,C005,C
S2494,C004,B
S2494,C007,C
S2495,C010,C
S2495,C007,B
S2495,C002,B
S2495,C004,A
S2495,C009,C
S2496,C005,C
S2496,C010,B
S2496,C001,B
S2497,C002,D
S2497,C009,B
S2497,C001,A
S2498,C004,A
S2498,C006,B
S2498,C009,B
S2498,C005,A
S2498,C007,A
S2499,C010,B
S2499,C005,A
S2499,C001,A
S2499,C008,A
S2499,C009,A
S2500,C003,C
S2500,C010,C
S2500,C002,D
S2500,C008,A
S2500,C007,A
S2501,C005,D
S2501,C007,B
S2501,C009,B
S2501,C001,A
S2501,C003,C
S2502,C005,C
S2502,C004,B
S2502,C003,C
S2502,C007,A
S2502,C006,D
S2503,C009,A
S2503,C001,A
S2503,C010,B
